Study,Site,Soil C (mg/cm3)*,Soil N (mg/cm3)*,Microbial biomass C (mg/cm3),Microbial biomass N (mg/cm3),SOC,SON,MBC,MBN,MBC as % of soil C,MBN as % of soil N,Soil C:N,Inorganic nitrogen (ug/cm3),Respiration (ug C/cm3*hr),Net N mineralization (ug/cm3*hr)
Xu et al.,winter barley,12,1.665,0,0.0075,0.8,0.111,0,0.0005,0,0.45045045,7.207207207,NA,NA,NA
Xu et al.,winter barley,12.3,1.635,0,0.00675,0.82,0.109,0,0.00045,0,0.412844037,7.52293578,NA,NA,NA
Xu et al.,winter barley,12.45,1.545,0,0.003,0.83,0.103,0,0.0002,0,0.194174757,8.058252427,NA,NA,NA
Xu et al.,0,28.05,2.85,0.624,0,1.87,0.19,0.0416,0,2.22459893,0,9.842105263,NA,NA,NA
Xu et al.,0,18.6,1.8,0.513,0,1.24,0.12,0.0342,0,2.758064516,0,10.33333333,NA,NA,NA
Xu et al.,0,24,2.4,0.336,0,1.6,0.16,0.0224,0,1.4,0,10,NA,NA,NA
Xu et al.,0,16.2,1.65,0.4305,0,1.08,0.11,0.0287,0,2.657407407,0,9.818181818,NA,NA,NA
Xu et al.,0,20.7,2.1,0.276,0,1.38,0.14,0.0184,0,1.333333333,0,9.857142857,NA,NA,NA
Xu et al.,0,16.8,1.65,0.459,0,1.12,0.11,0.0306,0,2.732142857,0,10.18181818,NA,NA,NA
Xu et al.,0,40.5,3.45,0.5955,0,2.7,0.23,0.0397,0,1.47037037,0,11.73913043,NA,NA,NA
Xu et al.,0,15,1.5,0.33,0,1,0.1,0.022,0,2.2,0,10,NA,NA,NA
Xu et al.,0,15.75,1.5,0.3975,0,1.05,0.1,0.0265,0,2.523809524,0,10.5,NA,NA,NA
Xu et al.,0,18.45,1.95,0.525,0,1.23,0.13,0.035,0,2.845528455,0,9.461538462,NA,NA,NA
Xu et al.,0,28.05,3.15,0.5115,0,1.87,0.21,0.0341,0,1.823529412,0,8.904761905,NA,NA,NA
Xu et al.,0,234.9,15.9,1.77,0,15.66,1.06,0.118,0,0.753512133,0,14.77358491,NA,NA,NA
Xu et al.,0,16.5,1.65,0.453,0,1.1,0.11,0.0302,0,2.745454545,0,10,NA,NA,NA
Xu et al.,0,13.05,1.5,0.2955,0,0.87,0.1,0.0197,0,2.264367816,0,8.7,NA,NA,NA
Xu et al.,0,168,12.9,1.3785,0,11.2,0.86,0.0919,0,0.820535714,0,13.02325581,NA,NA,NA
Xu et al.,0,15.3,1.35,0.192,0,1.02,0.09,0.0128,0,1.254901961,0,11.33333333,NA,NA,NA
Xu et al.,0,18,1.8,0.537,0,1.2,0.12,0.0358,0,2.983333333,0,10,NA,NA,NA
Xu et al.,0,22.8,1.95,0.3405,0,1.52,0.13,0.0227,0,1.493421053,0,11.69230769,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",15.15,1.47,0.2085,0,1.01,0.098,0.0139,0,1.376237624,0,10.30612245,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",15.45,1.5,0.2205,0,1.03,0.1,0.0147,0,1.427184466,0,10.3,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",14.55,1.41,0.204,0,0.97,0.094,0.0136,0,1.402061856,0,10.31914894,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",8.4,0.825,0.063,0,0.56,0.055,0.0042,0,0.75,0,10.18181818,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",5.7,0.57,0.0255,0,0.38,0.038,0.0017,0,0.447368421,0,10,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",4.35,0.435,0.0195,0,0.29,0.029,0.0013,0,0.448275862,0,10,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",18.75,1.785,0.276,0,1.25,0.119,0.0184,0,1.472,0,10.50420168,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",14.1,1.38,0.1455,0,0.94,0.092,0.0097,0,1.031914894,0,10.2173913,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",13.05,1.245,0.126,0,0.87,0.083,0.0084,0,0.965517241,0,10.48192771,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",8.4,0.795,0.048,0,0.56,0.053,0.0032,0,0.571428571,0,10.56603774,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",5.85,0.57,0.027,0,0.39,0.038,0.0018,0,0.461538462,0,10.26315789,NA,NA,NA
Xu et al.,"sugar beet, winter wheat, winter barley",4.8,0.45,0.021,0,0.32,0.03,0.0014,0,0.4375,0,10.66666667,NA,NA,NA
Xu et al.,0,13.65,1.41,0.21,0.0315,0.91,0.094,0.014,0.0021,1.538461538,2.234042553,9.680851064,NA,NA,NA
Xu et al.,0,17.4,1.86,0.2625,0.0435,1.16,0.124,0.0175,0.0029,1.50862069,2.338709677,9.35483871,NA,NA,NA
Xu et al.,0,18.3,1.71,0.3045,0.0525,1.22,0.114,0.0203,0.0035,1.663934426,3.070175439,10.70175439,NA,NA,NA
Xu et al.,0,16.35,1.635,0.258,0.042,1.09,0.109,0.0172,0.0028,1.577981651,2.568807339,10,NA,NA,NA
Xu et al.,0,16.65,1.68,0.261,0.042,1.11,0.112,0.0174,0.0028,1.567567568,2.5,9.910714286,NA,NA,NA
Xu et al.,"Sugar beet, winter wheat, winter barley",14.535,0,0.2565,0,0.969,0,0.0171,0,1.764705882,NA,NA,NA,NA,NA
Xu et al.,"Sugar beet, winter wheat, winter barley",13.575,0,0.1545,0,0.905,0,0.0103,0,1.138121547,NA,NA,NA,NA,NA
Xu et al.,"Sugar beet, winter wheat, winter barley",14.385,0,0.219,0,0.959,0,0.0146,0,1.522419187,NA,NA,NA,NA,NA
Xu et al.,"Sugar beet, winter wheat, winter barley",14.64,0,0.2775,0,0.976,0,0.0185,0,1.895491803,NA,NA,NA,NA,NA
Xu et al.,"Sugar beet, winter wheat, winter barley",14.4,0,0.1725,0,0.96,0,0.0115,0,1.197916667,NA,NA,NA,NA,NA
Xu et al.,"Sugar beet, winter wheat, winter barley",15.165,0,0.282,0,1.011,0,0.0188,0,1.859545005,NA,NA,NA,NA,NA
Xu et al.,black fallow,9.9,0,0.2025,0,0.66,0,0.0135,0,2.045454545,NA,NA,NA,NA,NA
Xu et al.,natural vegetation,14.25,0,0.5985,0,0.95,0,0.0399,0,4.2,NA,NA,NA,NA,NA
Xu et al.,potatoes,13.35,0,0.4215,0,0.89,0,0.0281,0,3.157303371,NA,NA,NA,NA,NA
Xu et al.,potatoes,14.85,0,0.489,0,0.99,0,0.0326,0,3.292929293,NA,NA,NA,NA,NA
Xu et al.,winter wheat-summer wheat,17.85,0,0.6735,0,1.19,0,0.0449,0,3.773109244,NA,NA,NA,NA,NA
Xu et al.,winter wheat-summer wheat,17.1,0,0.657,0,1.14,0,0.0438,0,3.842105263,NA,NA,NA,NA,NA
Xu et al.,winter wheat/oat/potatoes/winter wheat/summer barley/red clover,18.9,0,0.771,0,1.26,0,0.0514,0,4.079365079,NA,NA,NA,NA,NA
Xu et al.,0,18,0,0.5745,0,1.2,0,0.0383,0,3.191666667,NA,NA,NA,NA,NA
Xu et al.,0,21,0,0.7155,0,1.4,0,0.0477,0,3.407142857,NA,NA,NA,NA,NA
Xu et al.,0,19.5,0,0.6555,0,1.3,0,0.0437,0,3.361538462,NA,NA,NA,NA,NA
Xu et al.,0,36,0,0.945,0,2.4,0,0.063,0,2.625,NA,NA,NA,NA,NA
Xu et al.,0,24,0,0.3555,0,1.6,0,0.0237,0,1.48125,NA,NA,NA,NA,NA
Xu et al.,0,24,0,0.546,0,1.6,0,0.0364,0,2.275,NA,NA,NA,NA,NA
Xu et al.,wheat,14.25,2.1,0.294975,0,0.95,0.14,0.019665,0,2.07,0,6.785714286,NA,NA,NA
Xu et al.,wheat,17.55,2.4,0.27729,0,1.17,0.16,0.018486,0,1.58,0,7.3125,NA,NA,NA
Xu et al.,wheat,15,2.25,0.267,0,1,0.15,0.0178,0,1.78,0,6.666666667,NA,NA,NA
Xu et al.,pearl millet/wheat,7.245,0.9,0.288,0,0.483,0.06,0.0192,0,3.97515528,0,8.05,NA,NA,NA
Xu et al.,pearl millet/wheat/fodder cowpea,7.17,0.915,0.3465,0,0.478,0.061,0.0231,0,4.832635983,0,7.836065574,NA,NA,NA
Xu et al.,pearl millet/wheat green manure,8.055,1.02,0.384,0,0.537,0.068,0.0256,0,4.767225326,0,7.897058824,NA,NA,NA
Xu et al.,pearl millet/potatio/tornato,7.56,0.945,0.3315,0,0.504,0.063,0.0221,0,4.384920635,0,8,NA,NA,NA
Xu et al.,pearl millet/potato/sunflower,6.81,0.885,0.276,0,0.454,0.059,0.0184,0,4.052863436,0,7.694915254,NA,NA,NA
Xu et al.,pearl millet/mustard/sunflower,7.53,0.93,0.216,0,0.502,0.062,0.0144,0,2.868525896,0,8.096774194,NA,NA,NA
Xu et al.,0,10.8,1.05,0.3159,0.0294,0.72,0.07,0.02106,0.00196,2.925,2.8,10.28571429,NA,NA,NA
Xu et al.,0,12.3,1.2,0.369,0.0384,0.82,0.08,0.0246,0.00256,3,3.2,10.25,NA,NA,NA
Xu et al.,0,16.8,1.35,0.4704,0.0405,1.12,0.09,0.03136,0.0027,2.8,3,12.44444444,NA,NA,NA
Xu et al.,0,17.1,1.5,0.5643,0.051,1.14,0.1,0.03762,0.0034,3.3,3.4,11.4,NA,NA,NA
Xu et al.,wheat,6.75,0.6,0.2205,0,0.45,0.04,0.0147,0,3.266666667,0,11.25,NA,NA,NA
Xu et al.,wheat,7.65,0.75,0.2925,0,0.51,0.05,0.0195,0,3.823529412,0,10.2,NA,NA,NA
Xu et al.,wheat,8.7,0.75,0.3195,0,0.58,0.05,0.0213,0,3.672413793,0,11.6,NA,NA,NA
Xu et al.,wheat,8.7,0.9,0.339,0,0.58,0.06,0.0226,0,3.896551724,0,9.666666667,NA,NA,NA
Xu et al.,wheat,9.45,1.05,0.4095,0,0.63,0.07,0.0273,0,4.333333333,0,9,NA,NA,NA
Xu et al.,wheat,9.75,1.2,0.6345,0,0.65,0.08,0.0423,0,6.507692308,0,8.125,NA,NA,NA
Xu et al.,wheat,9.3,0.9,0.4755,0,0.62,0.06,0.0317,0,5.112903226,0,10.33333333,NA,NA,NA
Xu et al.,pearl millet/wheat,6.3,0.69,0.225,0.027,0.42,0.046,0.015,0.0018,3.571428571,3.913043478,9.130434783,NA,NA,NA
Xu et al.,pearl millet/wheat,5.85,0.96,0.45,0.0825,0.39,0.064,0.03,0.0055,7.692307692,8.59375,6.09375,NA,NA,NA
Xu et al.,pearl millet/wheat,6.15,0.885,0.3585,0.06,0.41,0.059,0.0239,0.004,5.829268293,6.779661017,6.949152542,NA,NA,NA
Xu et al.,pearl millet/wheat,6,0.885,0.405,0.0765,0.4,0.059,0.027,0.0051,6.75,8.644067797,6.779661017,NA,NA,NA
Xu et al.,pearl millet/wheat,7.2,0.915,0.4785,0.093,0.48,0.061,0.0319,0.0062,6.645833333,10.16393443,7.868852459,NA,NA,NA
Xu et al.,pearl millet/wheat,7.35,0.93,0.552,0.102,0.49,0.062,0.0368,0.0068,7.510204082,10.96774194,7.903225806,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",6.9,0.6,0.228,0.045,0.46,0.04,0.0152,0.003,3.304347826,7.5,11.5,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",8.55,0.9,0.3255,0.063,0.57,0.06,0.0217,0.0042,3.807017544,7,9.5,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",9.15,0.9,0.3345,0.0645,0.61,0.06,0.0223,0.0043,3.655737705,7.166666667,10.16666667,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",7.8,0.75,0.312,0.0585,0.52,0.05,0.0208,0.0039,4,7.8,10.4,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",7.95,0.75,0.3105,0.0615,0.53,0.05,0.0207,0.0041,3.905660377,8.2,10.6,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",7.5,0.75,0.285,0.063,0.5,0.05,0.019,0.0042,3.8,8.4,10,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",7.5,0.75,0.27,0.06,0.5,0.05,0.018,0.004,3.6,8,10,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",10.35,1.05,0.4965,0.0825,0.69,0.07,0.0331,0.0055,4.797101449,7.857142857,9.857142857,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",9,0.9,0.33,0.075,0.6,0.06,0.022,0.005,3.666666667,8.333333333,10,NA,NA,NA
Xu et al.,"maize, wheat, cowpea",5.7,0.45,0.183,0.0345,0.38,0.03,0.0122,0.0023,3.210526316,7.666666667,12.66666667,NA,NA,NA
Xu et al.,Rice and Barley,11.7,1.305,0.3525,0.03585,0.78,0.087,0.0235,0.00239,3.012820513,2.747126437,8.965517241,NA,NA,NA
Xu et al.,Rice and Barley,14.7,1.77,0.5205,0.05745,0.98,0.118,0.0347,0.00383,3.540816327,3.245762712,8.305084746,NA,NA,NA
Xu et al.,Rice and Barley,12.3,1.3725,0.4065,0.04155,0.82,0.0915,0.0271,0.00277,3.304878049,3.027322404,8.961748634,NA,NA,NA
Xu et al.,Rice and Barley,16.65,1.995,0.6405,0.07305,1.11,0.133,0.0427,0.00487,3.846846847,3.661654135,8.345864662,NA,NA,NA
Xu et al.,Rice and Barley,12.15,1.3335,0.4245,0.0399,0.81,0.0889,0.0283,0.00266,3.49382716,2.992125984,9.11136108,NA,NA,NA
Xu et al.,Rice and Barley,12.9,1.4655,0.48,0.04635,0.86,0.0977,0.032,0.00309,3.720930233,3.162743091,8.802456499,NA,NA,NA
Xu et al.,Cymbopogon martinii,5.7,0.7875,0.225,0.06675,0.38,0.0525,0.015,0.00445,3.947368421,8.476190476,7.238095238,NA,NA,NA
Xu et al.,Mentha arvensis,4.8,0.825,0.3225,0.07275,0.32,0.055,0.0215,0.00485,6.71875,8.818181818,5.818181818,NA,NA,NA
Xu et al.,Cymbopogon martinii,5.7,0.7875,0.2175,0.0681,0.38,0.0525,0.0145,0.00454,3.815789474,8.647619048,7.238095238,NA,NA,NA
Xu et al.,Mentha arvensis,4.8,0.825,0.2175,0.04575,0.32,0.055,0.0145,0.00305,4.53125,5.545454545,5.818181818,NA,NA,NA
Xu et al.,0,19.395,1.956,0.4695,0.0495,1.293,0.1304,0.0313,0.0033,2.420726991,2.530674847,9.915644172,NA,NA,NA
Xu et al.,0,25.5,3,0.3885,0.0495,1.7,0.2,0.0259,0.0033,1.523529412,1.65,8.5,NA,NA,NA
Xu et al.,0,18,2.25,0.3285,0.045,1.2,0.15,0.0219,0.003,1.825,2,8,NA,NA,NA
Xu et al.,Agroforestry,33,3.45,0.8745,0.0945,2.2,0.23,0.0583,0.0063,2.65,2.739130435,9.565217391,NA,NA,NA
Xu et al.,Agroforestry,21,2.85,0.7065,0.072,1.4,0.19,0.0471,0.0048,3.364285714,2.526315789,7.368421053,NA,NA,NA
Xu et al.,0,33,3,0.585,0.057,2.2,0.2,0.039,0.0038,1.772727273,1.9,11,NA,NA,NA
Xu et al.,0,19.5,3.075,0.4365,0.051,1.3,0.205,0.0291,0.0034,2.238461538,1.658536585,6.341463415,NA,NA,NA
Xu et al.,0,11.55,1.5,0.3645,0.0384,0.77,0.1,0.0243,0.00256,3.155844156,2.56,7.7,NA,NA,NA
Xu et al.,0,10.35,1.2,0.4185,0.045,0.69,0.08,0.0279,0.003,4.043478261,3.75,8.625,NA,NA,NA
Xu et al.,0,13.95,1.65,0.4935,0.05445,0.93,0.11,0.0329,0.00363,3.537634409,3.3,8.454545455,NA,NA,NA
Xu et al.,0,11.55,1.65,0.5325,0.0633,0.77,0.11,0.0355,0.00422,4.61038961,3.836363636,7,NA,NA,NA
Xu et al.,barkachha cropland,9.75,0.9,0.411,0.0423,0.65,0.06,0.0274,0.00282,4.215384615,4.7,10.83333333,NA,NA,NA
Xu et al.,BHR cropland,8.25,0.9,0.312,0.03795,0.55,0.06,0.0208,0.00253,3.781818182,4.216666667,9.166666667,NA,NA,NA
Xu et al.,barkachha cropland,9.75,0.9,0.258,0.05865,0.65,0.06,0.0172,0.00391,2.646153846,6.516666667,10.83333333,NA,NA,NA
Xu et al.,BHR cropland,8.25,0.9,0.231,0.05265,0.55,0.06,0.0154,0.00351,2.8,5.85,9.166666667,NA,NA,NA
Xu et al.,Zea mays,16.5,2.955,0.5895,0,1.1,0.197,0.0393,0,3.572727273,0,5.583756345,NA,NA,NA
Xu et al.,0,13.05,1.185,0.273,0,0.87,0.079,0.0182,0,2.091954023,0,11.01265823,NA,NA,NA
Xu et al.,0,18.9,2.01,0.306,0,1.26,0.134,0.0204,0,1.619047619,0,9.402985075,NA,NA,NA
Xu et al.,Rice-lentils,10.8,0.945,0.3165,0.042,0.72,0.063,0.0211,0.0028,2.930555556,4.444444444,11.42857143,NA,NA,NA
Xu et al.,Rice-lentils,11.1,1.1205,0.426,0.06,0.74,0.0747,0.0284,0.004,3.837837838,5.354752343,9.906291834,NA,NA,NA
Xu et al.,Rice-lentils,13.5,1.2525,0.5445,0.0615,0.9,0.0835,0.0363,0.0041,4.033333333,4.910179641,10.77844311,NA,NA,NA
Xu et al.,Rice-lentils,11.25,1.071,0.471,0.063,0.75,0.0714,0.0314,0.0042,4.186666667,5.882352941,10.50420168,NA,NA,NA
Xu et al.,0,15.975,1.5975,0.375,0.0495,1.065,0.1065,0.025,0.0033,2.34741784,3.098591549,10,NA,NA,NA
Xu et al.,0,61.05,5.4,0.1995,0,4.07,0.36,0.0133,0,0.326781327,0,11.30555556,NA,NA,NA
Xu et al.,0,40.05,3.75,0.2295,0,2.67,0.25,0.0153,0,0.573033708,0,10.68,NA,NA,NA
Xu et al.,0,46.8,4.5,0.234,0,3.12,0.3,0.0156,0,0.5,0,10.4,NA,NA,NA
Xu et al.,0,37.5,3.6,0.2445,0,2.5,0.24,0.0163,0,0.652,0,10.41666667,NA,NA,NA
Xu et al.,0,36.45,4.2,0.363,0,2.43,0.28,0.0242,0,0.995884774,0,8.678571429,NA,NA,NA
Xu et al.,0,22.95,2.7,0.1515,0,1.53,0.18,0.0101,0,0.660130719,0,8.5,NA,NA,NA
Xu et al.,0,39,4.05,0.2895,0,2.6,0.27,0.0193,0,0.742307692,0,9.62962963,NA,NA,NA
Xu et al.,0,28.2,3,0.213,0,1.88,0.2,0.0142,0,0.755319149,0,9.4,NA,NA,NA
Xu et al.,0,22.65,2.55,0.1275,0,1.51,0.17,0.0085,0,0.562913907,0,8.882352941,NA,NA,NA
Xu et al.,0,36,3.9,0.228,0,2.4,0.26,0.0152,0,0.633333333,0,9.230769231,NA,NA,NA
Xu et al.,0,26.7,2.85,0.198,0,1.78,0.19,0.0132,0,0.741573034,0,9.368421053,NA,NA,NA
Xu et al.,0,25.05,2.7,0.168,0,1.67,0.18,0.0112,0,0.670658683,0,9.277777778,NA,NA,NA
Xu et al.,0,35.55,3.45,0.267,0,2.37,0.23,0.0178,0,0.751054852,0,10.30434783,NA,NA,NA
Xu et al.,0,36,3.6,0.1395,0,2.4,0.24,0.0093,0,0.3875,0,10,NA,NA,NA
Xu et al.,0,33.15,2.85,0.1605,0,2.21,0.19,0.0107,0,0.484162896,0,11.63157895,NA,NA,NA
Xu et al.,0,17.25,0,0.2466,0,1.15,0,0.01644,0,1.429565217,NA,NA,NA,NA,NA
Xu et al.,0,22.5,1.2,0.678,0.093,1.5,0.08,0.0452,0.0062,3.013333333,7.75,18.75,NA,NA,NA
Xu et al.,0,22.5,1.2,0.615,0.093,1.5,0.08,0.041,0.0062,2.733333333,7.75,18.75,NA,NA,NA
Xu et al.,0,22.5,1.2,0.5565,0.075,1.5,0.08,0.0371,0.005,2.473333333,6.25,18.75,NA,NA,NA
Xu et al.,0,18.3,0,0.759,0,1.22,0,0.0506,0,4.147540984,NA,NA,NA,NA,NA
Xu et al.,0,11.4,0,0.4845,0,0.76,0,0.0323,0,4.25,NA,NA,NA,NA,NA
Xu et al.,0,16.5,0,0.645,0,1.1,0,0.043,0,3.909090909,NA,NA,NA,NA,NA
Xu et al.,0,86.4,7.35,1.701,0.2205,5.76,0.49,0.1134,0.0147,1.96875,3,11.75510204,NA,NA,NA
Xu et al.,0,156,9.9,2.886,0.249,10.4,0.66,0.1924,0.0166,1.85,2.515151515,15.75757576,NA,NA,NA
Xu et al.,0,95.4,6.75,2.2815,0.204,6.36,0.45,0.1521,0.0136,2.391509434,3.022222222,14.13333333,NA,NA,NA
Xu et al.,Rice,0,0,0.78,0.075,0,0,0.052,0.005,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.7605,0.069,0,0,0.0507,0.0046,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.8055,0.0855,0,0,0.0537,0.0057,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.756,0.0735,0,0,0.0504,0.0049,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,1.0455,0.1035,0,0,0.0697,0.0069,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,1.0215,0.0885,0,0,0.0681,0.0059,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,1.155,0.1155,0,0,0.077,0.0077,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,1.017,0.0795,0,0,0.0678,0.0053,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.744,0.075,0,0,0.0496,0.005,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.6315,0.0555,0,0,0.0421,0.0037,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.708,0.069,0,0,0.0472,0.0046,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.585,0.0555,0,0,0.039,0.0037,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.7245,0.0645,0,0,0.0483,0.0043,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.6555,0.057,0,0,0.0437,0.0038,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.7785,0.072,0,0,0.0519,0.0048,NA,NA,NA,NA,NA,NA
Xu et al.,Rice,0,0,0.6855,0.0585,0,0,0.0457,0.0039,NA,NA,NA,NA,NA,NA
Xu et al.,Cropland,12.84,1.425,0.0495,0.0087,0.856,0.095,0.0033,0.00058,0.385514019,0.610526316,9.010526316,NA,NA,NA
Xu et al.,Cropland,39.9,4.185,0.186,0.027,2.66,0.279,0.0124,0.0018,0.466165414,0.64516129,9.534050179,NA,NA,NA
Xu et al.,Cropland,199.5,21.3,0.9975,0.07875,13.3,1.42,0.0665,0.00525,0.5,0.36971831,9.366197183,NA,NA,NA
Xu et al.,continuous maize,33.9,0,0.5595,0,2.26,0,0.0373,0,1.650442478,NA,NA,NA,NA,NA
Xu et al.,fallow,24,0,0.3,0,1.6,0,0.02,0,1.25,NA,NA,NA,NA,NA
Xu et al.,continuous maize,21.3,0,0.168,0,1.42,0,0.0112,0,0.788732394,NA,NA,NA,NA,NA
Xu et al.,improved fallow maize,33.75,0,0.4725,0,2.25,0,0.0315,0,1.4,NA,NA,NA,NA,NA
Xu et al.,continous maize,30.15,0,0.342,0,2.01,0,0.0228,0,1.134328358,NA,NA,NA,NA,NA
Xu et al.,improved fallow maize,22.35,0,0.3105,0,1.49,0,0.0207,0,1.389261745,NA,NA,NA,NA,NA
Xu et al.,continous maize,18.15,0,0.306,0,1.21,0,0.0204,0,1.685950413,NA,NA,NA,NA,NA
Xu et al.,improved fallow maize,17.1,0,0.2565,0,1.14,0,0.0171,0,1.5,NA,NA,NA,NA,NA
Xu et al.,continuous maize,13.65,0,0.2115,0,0.91,0,0.0141,0,1.549450549,NA,NA,NA,NA,NA
Xu et al.,annual grain crop,0,0,0.1335,0,0,0,0.0089,0,NA,NA,NA,NA,NA,NA
Xu et al.,annual grain crop,0,0,0.426,0,0,0,0.0284,0,NA,NA,NA,NA,NA,NA
Xu et al.,annual grain crop,0,0,0.414,0,0,0,0.0276,0,NA,NA,NA,NA,NA,NA
Xu et al.,annual grain crop,0,0,0.423,0,0,0,0.0282,0,NA,NA,NA,NA,NA,NA
Xu et al.,Maize with residue,21.9,2.6535,0.6795,0.0585,1.46,0.1769,0.0453,0.0039,3.102739726,2.204635387,8.253250424,NA,NA,NA
Xu et al.,Maize with residue removed,19.2,1.9245,0.183,0.0255,1.28,0.1283,0.0122,0.0017,0.953125,1.325019486,9.976617303,NA,NA,NA
Xu et al.,Wheat and Maize with residue,21,2.277,0.6255,0.0435,1.4,0.1518,0.0417,0.0029,2.978571429,1.910408432,9.222661397,NA,NA,NA
Xu et al.,Wheat and Maize with residue removed,17.85,2.1675,0.5115,0.036,1.19,0.1445,0.0341,0.0024,2.865546218,1.660899654,8.235294118,NA,NA,NA
Xu et al.,Maize with residue tillage,22.95,2.478,0.483,0.036,1.53,0.1652,0.0322,0.0024,2.104575163,1.452784504,9.261501211,NA,NA,NA
Xu et al.,"Maize with residue removed, tillage",19.5,2.397,0.4365,0.018,1.3,0.1598,0.0291,0.0012,2.238461538,0.750938673,8.135168961,NA,NA,NA
Xu et al.,"Wheat and Maize with residue, tillage",21,2.277,0.594,0.0345,1.4,0.1518,0.0396,0.0023,2.828571429,1.515151515,9.222661397,NA,NA,NA
Xu et al.,"Wheat and Maize with residue removed, tillage",19.8,2.0145,0.5025,0.0375,1.32,0.1343,0.0335,0.0025,2.537878788,1.861504095,9.828741623,NA,NA,NA
Xu et al.,wheat with residue,20.7,2.271,0.561,0.042,1.38,0.1514,0.0374,0.0028,2.710144928,1.849405548,9.114927345,NA,NA,NA
Xu et al.,wheat with residue removed,20.4,2.8005,0.4935,0.0315,1.36,0.1867,0.0329,0.0021,2.419117647,1.124799143,7.284413498,NA,NA,NA
Xu et al.,maize and wheat with residue,19.95,2.454,0.6795,0.03,1.33,0.1636,0.0453,0.002,3.406015038,1.222493888,8.129584352,NA,NA,NA
Xu et al.,maize and wheat with residue removed,19.8,1.968,0.432,0.033,1.32,0.1312,0.0288,0.0022,2.181818182,1.676829268,10.06097561,NA,NA,NA
Xu et al.,wheat with residue tillage,20.25,2.2725,0.816,0.0405,1.35,0.1515,0.0544,0.0027,4.02962963,1.782178218,8.910891089,NA,NA,NA
Xu et al.,"wheat with residue removed, tillage",18.6,2.343,0.432,0.0375,1.24,0.1562,0.0288,0.0025,2.322580645,1.600512164,7.938540333,NA,NA,NA
Xu et al.,"Maize and Wheat with residue, tillage",21.3,2.2635,0.594,0.051,1.42,0.1509,0.0396,0.0034,2.788732394,2.25314778,9.410205434,NA,NA,NA
Xu et al.,"Maize and wheat with residue removed, tillage",20.55,1.7625,0.342,0.03,1.37,0.1175,0.0228,0.002,1.664233577,1.70212766,11.65957447,NA,NA,NA
Xu et al.,winter wheat,17.7,1.5,0.468,0,1.18,0.1,0.0312,0,2.644067797,0,11.8,NA,NA,NA
Xu et al.,spring barley,16.2,1.455,0.41985,0,1.08,0.097,0.02799,0,2.591666667,0,11.13402062,NA,NA,NA
Xu et al.,arable farming,18,2.7,0.2325,0.0435,1.2,0.18,0.0155,0.0029,1.291666667,1.611111111,6.666666667,NA,NA,NA
Xu et al.,0,0,0,1.695,0,0,0,0.113,0,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,1.584,0,0,0,0.1056,0,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,2.061,0,0,0,0.1374,0,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,1.974,0,0,0,0.1316,0,NA,NA,NA,NA,NA,NA
Xu et al.,0,0,0,2.4075,0,0,0,0.1605,0,NA,NA,NA,NA,NA,NA
